South Lake Tahoe,  CA  United States;United States;California;South Lake Tahoe
Athens, GR;Greece;Attica;Athens
Pittsburgh, PA  USA;United States;Pennsylvania;Pittsburgh
Richmond, IN;United States;Indiana;Richmond
st.louis by way of chicago;United States;Illinois;Chicago
San Francisco, Ca United States;United States;California;San Francisco
INDIANAPOLIS, IN USA;United States;Indiana;Indianapolis
Miami, FL;United States;Florida;Miami
Vancouver, British Columbia Canada;Canada;British Columbia;Vancouver
new york, NY United States;United States;New York;New York
Milford, CT;United States;Connecticut;Milford
CLearwater;United States;Florida;Clearwater
Los Alamitos, Ca USA;United States;California;Los Alamitos
Boise, Idaho USA;United States;Idaho;Boise
Empire, CO;United States;Colorado;Empire
BALTIMORE, MARYLAND United States;United States;Maryland;Baltimore
Walnut Creek, CA USA;United States;California;Walnut Creek
Burlington, IA USA;United States;Iowa;Burlington
South Burlington, Vermont USA;United States;Vermont;South Burlington
Rural England;United Kingdom; ;Sheffield
Saint Marys, GA;United States;Georgia;Saint Marys
Albany, CA USA;United States;California;Albany
YPSILANTI, MICHIGAN USA;United States;Michigan;Ypsilanti
PHOENIX, AZ;United States;Arizona;Phoenix
Warren, NJ USA;United States;New Jersey;Warren
Vancouver, CA;Canada;British Columbia;Vancouver
Alma, AR United States;United States;Arkansas;Alma
Lone Star State of Mind;United States;Texas;Gainesville
Pennsylvania, United States;United States;Pennsylvania; 
augusta, georgia, USA;United States;Georgia;Augusta
Woodmere, NY USA;United States;New York;Woodmere
Spring Hill, TN;United States;Tennessee;Spring Hill
Torrance, CA;United States;California;Torrance
Scottsdale Az;United States;Arizona;Scottsdale
Big Rapids, MI USA;United States;Michigan;Big Rapids
odessa texas;United States;Texas;Odessa
Hitchin;United Kingdom;England;Hitchin
Bondurant, WY USA;United States;Wyoming;Bondurant
Thorntonville, New Jersey;United States;New Jersey; 
Pawling, NY USA;United States;New York;Pawling
Harris, MN USA;United States;Minnesota;Harris
Northern Florida, USA;United States;Florida;Winter Springs
Greeneville;United States;Tennessee;Greeneville
Terlingua, TX United States;United States;Texas;Terlingua
near Chicago, USA;United States;Illinois;Chicago
Staten Island,NY;United States;New York;New York
Eugene, Oregon USA;United States;Oregon;Eugene
Allen, Texas USA;United States;Texas;Allen
holtville ca;United States;California;Holtville
Bournemouth, England;United Kingdom;England;Bournemouth
Richfield, OH USA;United States;Ohio;Richfield
Ardmore, PA;United States;Pennsylvania;Ardmore
Dunhaven, NY United States;United States;New York;New York
Victorville, CA United States;United States;California;Victorville
Carmel Valley, CA;United States;California;San Diego
Kingston, Ontario Canada;Canada;Ontario;Kingston
Berkshires, MA;United States;Massachusetts;Sandisfield
olathe, KS United States;United States;Kansas;Olathe
B.C., Canada;Canada;British Columbia; 
Norwalk CT 06850;United States;Connecticut;Norwalk
Mesilla Park, NM USA;United States;New Mexico;Las Cruces
NY/NJ;United States;New York;New York
Chesterfield County;United States;Virginia; 
Santa Fe, New Mexico;United States;New Mexico;Santa Fe
Taylor, Mi United States;United States;Michigan;Taylor
Floyds Knobs, Indiana United States;United States;Indiana;Floyds Knobs
Fort Collins;United States;Colorado;Fort Collins
Adirondacks, NY;United States;New York; 
Canton, MI USA;United States;Michigan;Canton
Garden Grove, CA. USA;United States;California;Garden Grove
Bowling Green, Kentucky United States;United States;Kentucky;Bowling Green
Randolph, MA United States;United States;Massachusetts;Randolph
The Horizon;United States;Colorado; 
Washington, D.C. United States;United States;District of Columbia;Washington
New Berlin, WI USA;United States;Wisconsin;New Berlin
Windsor, Ontario;Canada;Ontario;Windsor
HARRISBURG, PA United States;United States;Pennsylvania;Harrisburg
Sheridan, WYOMING USA;United States;Wyoming;Sheridan
STUDIO CITY,  CA USA;United States;California;Los Angeles
utah, Ut United States;United States;Utah; 
Daytona Beach, FL United States;United States;Florida;Daytona Beach
Southern Calif;United States;California;South Gate
Brandon, MS USA;United States;Mississippi;Brandon
Memphis, TN.;United States;Tennessee;Memphis
My Space........;United States;Texas;Humble
Southampton, PA, USA;United States;Pennsylvania;Southampton
San Bruno, California;United States;California;San Bruno
bethesda, md;United States;Maryland;Bethesda
"The War Zone" ABQ, NM;United States;New Mexico;Albuquerque
Downtown Los Angeles, CA USA;United States;California;Los Angeles
Encino, CA USA;United States;California;Los Angeles
Germantown, MD USA;United States;Maryland;Germantown
Saanichton, British Columbia Canada;Canada;British Columbia;Saanichton
San Francisco,, CA USA;United States;California;San Francisco
Lawrence, KS United States;United States;Kansas;Lawrence
Boyertown Pennsylvania;United States;Pennsylvania;Boyertown
Hilliard, OH USA;United States;Ohio;Hilliard
Roseburg, OR USA;United States;Oregon;Roseburg
Elk Grove, CA USA;United States;California;Elk Grove
Dover, NH United States;United States;New Hampshire;Dover
The Long And Winding Road, USA;United States;Maine;Kennebunkport
blodgett mills, ny;United States;New York;Blodgett Mills
Drexel Hill, PA USA;United States;Pennsylvania;Upper Darby
Port Angeles, WA USA;United States;Washington;Port Angeles
Lenexa, KS United States;United States;Kansas;Lenexa
Los Altos, CA;United States;California;Los Altos
Ennis, Texas United States;United States;Texas;Ennis
Liverpool, UK England;United Kingdom;England;Liverpool
Toney, AL United States;United States;Alabama;Toney
Ames, Iowa USA;United States;Iowa;Ames
Long Valley, NJ;United States;New Jersey;Washington Township
Connecticut United States;United States;Connecticut; 
Sto. Dgo., Republica Dominicana;Dominican Republic;National District;Santo Domingo
S. Berwick, Maine United States;United States;Maine;South Berwick
hell's kitchen, new york, usa, NA, the world, the earth, the universe;United States;New York;New York
Peru;Peru; ; 
Mammoth Lakes, California;United States;California;Mammoth Lakes
Prattville, AL USA;United States;Alabama;Prattville
Lewisburg, TN United States;United States;Tennessee;Lewisburg
Princeton, MA. (USA);United States;Massachusetts;Princeton
austrilia;Australia; ; 
Orange, California USA;United States;California;Orange
brooklyn, new york United States;United States;New York;New York
Texas United States;United States;Texas; 
Campbell, CA;United States;California;Campbell
Castalian Springs, TN;United States;Tennessee;Castalian Springs
Saint Louis, Missouri;United States;Missouri;Saint Louis
The Continuum;United States;Florida;Gainesville
Oakdale;United States;Minnesota;Oakdale
Poway, CA USA;United States;California;Poway
Woodbridge, Va United States;United States;Virginia;Woodbridge
Yardley, PA United States;United States;Pennsylvania;Yardley
HAMMONDSPORT, NY USA;United States;New York;Hammondsport
Alaska USA;United States;Alaska; 
Marion, OH United States;United States;Ohio;Marion
PLANO, TX USA;United States;Texas;Plano
Indianapolis, IN USofA;United States;Indiana;Fishers
North by Northwest;Germany;Bavaria; 
Western Washington;United States;Ohio;Washington Court House
Flagstaff, AZ;United States;Arizona;Flagstaff
The West Coast;Taiwan; ; 
Dunbar, KY United States;United States;Kentucky;Dunbar
Mansfield TX USA;United States;Texas;Mansfield
Prospect Park, PA  United States;United States;Pennsylvania;Prospect Park
CORPUS CHRISTI, TX United States;United States;Texas;Corpus Christi
Brighton United Kingdom;United Kingdom;England;Brighton
Rialto, CA United States;United States;California;Rialto
Reservoir, VIC, Australia;Australia;Victoria;Reservoir
Quebec,  Canada;Canada;Québec; 
Katonah, NY USA;United States;New York;Katonah
Centreville, VA United States;United States;Virginia;Centreville
PORT ANGELES, WA, United States;United States;Washington;Port Angeles
St Kilda, Victoria Australia;Australia;Victoria;Saint Kilda
North Bend, WA United States;United States;Washington;North Bend
Lincoln City, Oregon United States;United States;Oregon;Lincoln City
The midwest;United States;Wyoming;Midwest
Grand Rapids, Michigan United States;United States;Michigan;Grand Rapids
Richland, WA;United States;Washington;Richland
tel aviv, Israel;Israel;Tel Aviv District;Tel Aviv-Yafo
Lynn Haven, FL United States;United States;Florida;Lynn Haven
Williamsport, PA USA;United States;Pennsylvania;Williamsport
Yuba City, CA;United States;California;Yuba City
DuBois, Pennsylvania;United States;Pennsylvania;DuBois
Bryson City, NC United States;United States;North Carolina;Bryson City
Central Oregon;United States;Oregon; 
Dhahran, Saudi Arabia;Saudi Arabia;Eastern Province;Dhahran
Mesa,AZ;United States;Arizona;Mesa
Burnaby, home of Joe Sakic;Canada;British Columbia;Burnaby
San Antonio TX;United States;Texas;San Antonio
LA LA Land, USA;United States;California;Los Angeles
pueblo, colorado United States;United States;Colorado;Pueblo
Manchester, Ga United States;United States;Georgia;Manchester
Near Portland, ME USA;United States;Maine;Portland
Milan, MI Italy;Italy;Lombardy;Milan
North Cali;Colombia;Valle del Cauca;Cali
Inner Space;Australia;New South Wales;Sydney
Alabama United States;United States;Alabama; 
Florida, MO USA;United States;Missouri;Florida
Yucca Valley,  CA USA;United States;California;Yucca Valley
Pennsylvania USA;United States;Pennsylvania; 
Alpharetta, GA;United States;Georgia;Alpharetta
oshkosh, wi United States;United States;Wisconsin;Oshkosh
Minneapolis, Mn USA;United States;Minnesota;Minneapolis
Inver Grove Hts, MN USA;United States;Minnesota;Inver Grove Heights
Chesterfield, Missouri United States;United States;Missouri;Chesterfield
Northbrook, Israel;United States;Illinois;Northbrook
Virginia - United States;United States;Virginia; 
Gibson City, IL;United States;Illinois;Gibson City
Duluth, MN United States;United States;Minnesota;Duluth
Corvallis, Oregon USA;United States;Oregon;Corvallis
Newport News, Virginia USA;United States;Virginia;Newport News
KY;United States;Kentucky; 
Parkville, MO United States;United States;Missouri;Parkville
Kingsport, TN USA;United States;Tennessee;Kingsport
Pittsford NY;United States;New York;Pittsford
Keysborough, Vic,  Australia;Australia;Victoria;Keysborough
Seattle, WA  United States;United States;Washington;Seattle
Breckenridge, CO USA;United States;Colorado;Breckenridge
St. Petersburg, Florida United States;United States;Florida;Saint Petersburg
Philadelphiia, PA;United States;Pennsylvania;Philadelphia
OR USA;United States;Oregon; 
Miami, Florida United States;United States;Florida;Miami
Pleasant Hill, Ohio USA;United States;Ohio;Pleasant Hill
Tournai, Belgique;Belgium;Walloon Region;Tournai
Joplin, mo. USA;United States;Missouri;Joplin
bay area, ca;United States;California; 
Salinas, CA United States;United States;California;Salinas
Atlanta, GA, United States;United States;Georgia;Atlanta
athens, georgia;United States;Georgia;Athens
Los Alamos, NM;United States;New Mexico;Los Alamos
Evanston, Il;United States;Illinois;Evanston
Wooster, OH USA;United States;Ohio;Wooster
wauwatosa, wi United States;United States;Wisconsin;Wauwatosa
Poway, California United States;United States;California;Poway
Saxon, Wisconsin USA;United States;Wisconsin;Saxon
Lexington, Kentucky<p>Cincinnati;United States;Kentucky;Newport
Geneva, IL.;United States;Illinois;Geneva
mich;United States;Michigan; 
Salem, MA USA;United States;Massachusetts;Salem
Bora Bora;French Polynesia; ; 
Nottingham, MD United States;United States;Maryland;Nottingham
Yokkaichi, Japan;Japan;Mie Prefecture;Yokkaichi
Mayagüez, Puerto Rico;Puerto Rico;Mayagüez;Mayagüez
Valley Cottage, NY USA;United States;New York;Valley Cottage
Eagle, PA United States;United States;Pennsylvania;Eagle
Florissant, MO USA;United States;Missouri;Florissant
Crescent City, FL United States;United States;Florida;Crescent City
SANDY, UTAH United States;United States;Utah;Sandy
Provo, UT USA;United States;Utah;Provo
Ramat- Hasharon, Israel Israel;Israel;Tel Aviv District;Ramat Hasharon
Gladwyne, Pa USA;United States;Pennsylvania;Gladwyne
Sacramento, Ca;United States;California;Sacramento
NEWARK, NEW JERSEY;United States;New Jersey;Newark
AR USA;United States;Arkansas; 
Stillwater;United States;Minnesota;Stillwater
Lodi,CA;United States;California;Lodi
Hollywood, PA USA;United States;Pennsylvania;Hollywood
West Covina, CA USA;United States;California;West Covina
Glebe, NSW Australia;Australia;New South Wales;Glebe
Durham, NH United States;United States;New Hampshire;Durham
Flanders, NJ, United States;United States;New Jersey;Mount Olive Township
toronto, ontario Canada;Canada;Ontario;Toronto
Pittsburgh, Pa. United States;United States;Pennsylvania;Pittsburgh
Laguna Hills, CA United States;United States;California;Laguna Hills
Butler, NJ United States;United States;New Jersey;Butler
Sparta, N.J. USA;United States;New Jersey;Sparta Township
Minneaoplis, Minn., USA;United States;Minnesota;Minneapolis
Sherrill's Ford, NC USA;United States;North Carolina;Sherrills Ford
St. Paul, Minnesota;United States;Minnesota;Saint Paul
Chicago, Illinois, USA;United States;Illinois;Chicago
Hinsdale, NH USA;United States;New Hampshire;Hinsdale
Avon Lake, Ohio USA;United States;Ohio;Avon Lake
Glen Carbon, IL United States;United States;Illinois;Glen Carbon
indy; ; ; 
VT, usa;United States;Vermont; 
Finished.;Philippines;Central Luzon;Mariveles
BORON, CA USA;United States;California;Boron
Los Angeles/New York;United States;California;Los Angeles
Deep South;United States;Georgia;Senoia
Fredericksburg, VA;United States;Virginia;Fredericksburg
Toronto, ON, Canada;Canada;Ontario;Toronto
Crete, Greece;Greece;Crete; 
Eagan, MN USA;United States;Minnesota;Eagan
Indiana, PA United States;United States;Pennsylvania;Indiana
LA, CA, USA;United States;California;Los Angeles
...outside the norm...;United States;North Carolina;Mooresville
Gardenvale, Victoria Australia;Australia;Victoria;Gardenvale
Norfolk, UK;United Kingdom;England; 
BRATTLEBORO, VT, United States;United States;Vermont;Brattleboro
ORLANDO, Fl USA;United States;Florida;Orlando
Mayor's Income, Tennessee;United States;Tennessee; 
Eastern USA;United States;Kansas;Wichita
pa USA;United States;Pennsylvania; 
Brunswick, ME USA;United States;Maine;Brunswick
Barnesville, GA;United States;Georgia;Barnesville
Fair Oaks,, CA USA;United States;California;Fair Oaks
Florissant, MO, USA;United States;Missouri;Florissant
Appleton, WI United States;United States;Wisconsin;Appleton
chapel hill, NC;United States;North Carolina;Chapel Hill
Davis, California;United States;California;Davis
Elmhurst, IL United States;United States;Illinois;Elmhurst
Louisville, Co USA;United States;Colorado;Louisville
Manassas, Virginia;United States;Virginia;Manassas
Wulai, Taiwan, ROC;United States;New York;Rochester
Lampasas, Texas United States;United States;Texas;Lampasas
NYC NY;United States;New York;New York
The South, United States;United States; ; 
birmingham,al,usa;United States;Alabama;Birmingham
Warsaw, Poland;Poland;Masovian Voivodeship;Warsaw
Manassas,Va.;United States;Virginia;Manassas
The Amazon;United States;Montana;Amazon
Oh Henry?;United States;Ohio; 
VIRGINIA;United States;Virginia; 
Warren, Ohio United States;United States;Ohio;Warren
Burlington, WI United States;United States;Wisconsin;Burlington
Tucker, GA United States;United States;Georgia;Tucker
Watertown, MA USA;United States;Massachusetts;Watertown
Buckeye, AZ USA;United States;Arizona;Buckeye
Easley, SC USA;United States;South Carolina;Easley
Brookshire, TX USA;United States;Texas;Brookshire
staten island, ny USA;United States;New York;New York
From the Former USA;United States;Indiana;Bloomington
Syracuse, NY, USA;United States;New York;Syracuse
Rushville, IN United States;United States;Indiana;Rushville
Buffalo Grove, Illinois;United States;Illinois;Buffalo Grove
The Dark Side;Canada;Ontario;Pakenham
Sandy, UT United States;United States;Utah;Sandy
Snellville, GA United States;United States;Georgia;Snellville
Lone Star State;United States;Texas; 
Calgary, AB  Canada;Canada;Alberta;Calgary
Potsdam, NY United States;United States;New York;Potsdam
Tring, Hertfordshire United Kingdom;United Kingdom;England;Tring
Rockwall, TX USA;United States;Texas;Rockwall
Hove, East Sussex United Kingdom;United Kingdom;England;Hove
Madison, Wisconsin, USA;United States;Wisconsin;Madison
Wilmette, IL;United States;Illinois;Wilmette
North Prairie, WI USA;United States;Wisconsin;North Prairie
Twin Cities, MN United States;United States;Minnesota; 
Indianapolis, Indiana United States;United States;Indiana;Indianapolis
Rushville, NE United States;United States;Nebraska;Rushville
Ukraine;Ukraine; ; 
Port St. Lucie, FL USA;United States;Florida;Port Saint Lucie
Liberty, MO USA;United States;Missouri;Liberty
Caribbean; ; ; 
long island;United States;New York; 
Brooklyn New York United States;United States;New York;New York
ghjg;Italy;Lazio; 
Monroeville, PA United States;United States;Pennsylvania;Monroeville
Forest Hills, NY;United States;New York;New York
Charlottesville;United States;Virginia;Charlottesville
Woodland Hills, CA United States;United States;California;Los Angeles
Bonsall, CA 92003;United States;California;Bonsall
Wilbraham, MA USA;United States;Massachusetts;Wilbraham
newfoundland;Canada;Newfoundland and Labrador; 
Basking Ridge, NJ United States;United States;New Jersey;Bernards
North Dartmouth, Massachusetts;United States;Massachusetts;Dartmouth
U of I Urbana-Champaign;United States;Illinois;Urbana
Jarabacoa, Dominican Republic;Dominican Republic;La Vega;Jarabacoa
Savannah, GA USA;United States;Georgia;Savannah
Perry, GA United States;United States;Georgia;Perry
Maplewood, NJ United States;United States;New Jersey;Maplewood
Ipswich, Massachusetts United States;United States;Massachusetts;Ipswich
No. Chelmsford, MA USA;United States;Massachusetts;Chelmsford
Hoopeston, IL;United States;Illinois;Hoopeston
Calgary, Alberta;Canada;Alberta;Calgary
india;India; ; 
Langhorne, PA United States;United States;Pennsylvania;Langhorne
Salt Lake, UT USA;United States;Utah;Salt Lake City
Victoria, BC;Canada;British Columbia;Victoria
Pomona, USA;United States;California;Pomona
Aumsville, OR, USA;United States;Oregon;Aumsville
Valhalla, NY;United States;New York;Valhalla
Llano, CA;United States;California;Llano
Lakeland, FL USA;United States;Florida;Lakeland
Northern  California, USA; ;California; 
Shakopee, MN United States;United States;Minnesota;Shakopee
indian mound, tn;United States;Tennessee;Indian Mound
Forest Grove, OR United States;United States;Oregon;Forest Grove
Rockford, IL USA;United States;Illinois;Rockford
Lothlorien, USA;United States;North Carolina;Pittsboro
littleton, colorado United States;United States;Colorado;Littleton
South Australia;Australia;South Australia; 
Santa Cruz, Bolivia;Bolivia;Santa Cruz;Santa Cruz de la Sierra
Boise, ID USA;United States;Idaho;Boise
Rathdrum, Idaho USA;United States;Idaho;Rathdrum
Denton, TX USA;United States;Texas;Denton
Edison;United States;New Jersey;Edison
somewhere, USA;United States;Alaska;Anchor Point
Nigeria;Nigeria; ; 
Shepherdstown, WV United States;United States;West Virginia;Shepherdstown
Manteca, ca United States;United States;California;Manteca
CO USA;United States;Colorado; 
Chambersburg, PA USA;United States;Pennsylvania;Chambersburg
Salt Lake City, Utah United States;United States;Utah;Salt Lake City
Merrifield, Virginia United States;United States;Virginia;Merrifield
Oak Ridge, Tennessee USA;United States;Tennessee;Oak Ridge
Walla Walla..I mean Stewie, MN;United States;Minnesota; 
Thomaston, Connecticut USA;United States;Connecticut;Thomaston
Malden, MA United States;United States;Massachusetts;Malden
Canandaigua, NY;United States;New York;Canandaigua
Bonney Lake, WA USA;United States;Washington;Bonney Lake
Sim City, CA (Somewhere in the Bay Area);United States;California; 
Planet Texas;United States;Texas;Odessa
San Diego, CA, United States;United States;California;San Diego
Hillside, IL United States;United States;Illinois;Hillside
Pensacola, FL USA;United States;Florida;Pensacola
Mt. Vernon, NY USA;United States;New York;Mount Vernon
Douglasville, GA United States;United States;Georgia;Douglasville
Glendale, AZ, USA;United States;Arizona;Glendale
Covington, LA USA;United States;Louisiana;Covington
Fort Lauderdale, FL;United States;Florida;Fort Lauderdale
Melbourne, FL United States;United States;Florida;Melbourne
Manorville, NY United States;United States;New York;Manorville
Woodruff, UT USA;United States;Utah;Woodruff
Decatur, GA;United States;Georgia;Decatur
Lithuania, now in Switzerland;Lithuania; ; 
Breinigsville, PA United States;United States;Pennsylvania;Breinigsville
London/Madrid;United Kingdom; ;London
Sparta, NJ United States;United States;New Jersey;Sparta Township
Chicagoland, USA;United States;Illinois;Joliet
Ferndale, Michigan, USA;United States;Michigan;Ferndale
Deal, Kent;United Kingdom;England;Deal
Burlington, VT USA;United States;Vermont;Burlington
Wynnewood, PA United States;United States;Pennsylvania;Wynnewood
Bicton, WA;Australia;Western Australia;Bicton
Denver area;Philippines;Calabarzon;Dasmariñas
Columbia, SC United States;United States;South Carolina;Columbia
Hoople, ND;United States;North Dakota;Hoople
Reynoldsburg, Ohio;United States;Ohio;Reynoldsburg
New Canaan, CT USA;United States;Connecticut;New Canaan
sacramento, ca United States;United States;California;Sacramento
CA  USA;United States;California; 
Frankfurt;Germany;Hesse;Frankfurt
Dallas, Texas, USA;United States;Texas;Dallas
East Coast, Canada;Canada;British Columbia;Pender Island
Allenton, WI USA;United States;Wisconsin;Allenton
Spencer, MA United States;United States;Massachusetts;Spencer
Lewiston, ME  USA;United States;Maine;Lewiston
Groveland, MA USA;United States;Massachusetts;Groveland
Boynton Beach, Fl USA;United States;Florida;Boynton Beach
SF, CA;United States;California;San Francisco
orlando ,fl;United States;Florida;Orlando
Beaverton, OR US;United States;Oregon;Beaverton
new york, ny USA;United States;New York;New York
Agoura, California USA;United States;California;Agoura Hills
Arkham;United States;Michigan;Milford charter Township
BESANCON France;France;Franche-Comté;Besançon
Canada (ex- U.K. resident);Canada;Québec;Montreal
Basel, Switzerland;Switzerland;Basel-Stadt;Basel
Howell NJ;United States;New Jersey;Howell
Janesville, CA USA;United States;California;Janesville
ocklawaha, Florida United States;United States;Florida;Ocklawaha
wheaton, il. United States;United States;Illinois;Wheaton
Franklin, WI United States;United States;Wisconsin;Franklin
Sydney, Aust;Australia;New South Wales;Sydney
Park Ridge, IL USA;United States;Illinois;Park Ridge
Leesburg, VA;United States;Virginia;Leesburg
Abingdon,, Virginia United States;United States;Virginia;Abingdon
Best Coast;Australia;Western Australia; 
Carmichael CA;United States;California;Carmichael
Albany, N.Y.;United States;New York;Albany
Shrevpoert,La;United States;Louisiana;Shreveport
St. Joseph, Missouri USA;United States;Missouri;Saint Joseph
south-east usa;United States; ; 
Johnstown, PA USA;United States;Pennsylvania;Johnstown
Carlsbad, CA United States;United States;California;Carlsbad
Loveland, CO, USA;United States;Colorado;Loveland
Northfield, MA United States;United States;Massachusetts;Northfield
Long Beach, California USA;United States;California;Long Beach
Bountiful, UT USA;United States;Utah;Bountiful
Cave Creek, Arizona;United States;Arizona;Cave Creek
Ashland, OR United States;United States;Oregon;Ashland
New Braunfels, TX;United States;Texas;New Braunfels
Dominican Republic;Dominican Republic; ; 
Hilliard, oh USA;United States;Ohio;Hilliard
Small Town, East Coast;Australia;New South Wales;Wyoming
Grayson, KY;United States;Kentucky;Grayson
Monroeville, PA USA;United States;Pennsylvania;Monroeville
Bay Area, CA United States;United States;California; 
the factory;United Kingdom; ;London
Hazel Green, AL USA;United States;Alabama;Hazel Green
The Desert;France;Aquitaine;Lussagnet-Lusson
MD United States;United States;Maryland; 
Lakeland, MN USA;United States;Minnesota;Lakeland
Fairfield, IA USA;United States;Iowa;Fairfield
The Aloha State;United States;Michigan;Cheboygan
Sacramento, CA  USA;United States;California;Sacramento
Land o'Lincoln;United States;Illinois; 
Saint Paul, Minnesota, U.S.A.;United States;Minnesota;Saint Paul
ATLANTA, GEORGIA;United States;Georgia;Atlanta
L.A. (Lower Arkansas);United States;California;Alameda
Bar Harbor, ME USA;United States;Maine;Bar Harbor
Yorkshire, England;United Kingdom; ;Rochdale
Canby, Minnesota;United States;Minnesota;Canby
baltimore, maryland USA;United States;Maryland;Baltimore
north america; ; ; 
Bourbon, Indiana United States;United States;Indiana;Bourbon
Pasadena, Ca.;United States;California;Pasadena
Ca United States;United States;California; 
New Hampshire USA;United States;New Hampshire; 
Richardson, Texas;United States;Texas;Richardson
ft lauderdale, fl United States;United States;Florida;Fort Lauderdale
middle of the pacific;United States;New Jersey; 
Michigan, United States;United States;Michigan; 
Hartford, VT United States;United States;Vermont;Hartford
North Hollywood, CA United States;United States;California;Los Angeles
oregon;United States;Oregon; 
Fairbanks, AK USA;United States;Alaska;Fairbanks
Saugatuck, MI USA;United States;Michigan;Saugatuck
Devon, Pennsylvania   USA;United States;Pennsylvania;Devon
L.A. CA USA;United States;California;Los Angeles
San José, CA, US;United States;California;San Jose
Makawao, Hawaii United States;United States;Hawaii;Makawao
Haifa Israel;Israel; ;Haifa
Daytona, FL;United States;Florida;Daytona Beach
monterrey, nuevo leon Mexico;Mexico;Nuevo León;Monterrey
Place;Slovenia;Upravna enota AjdovšĿina; 
Ny;United States;New York;New York
Burtonsville, Maryland United States;United States;Maryland;Burtonsville
Amherst, New Hampshire, United States;United States;New Hampshire;Amherst
Ridgewood, NY, USA;United States;New York;New York
Walpole, NH USA;United States;New Hampshire;Walpole
Harvard, MA USA;United States;Massachusetts;Harvard
Bonney Lake, WA United States;United States;Washington;Bonney Lake
leeds england;United Kingdom;England;Leeds
Ocala, FL;United States;Florida;Ocala
Belmont, MI USA;United States;Michigan;Plainfield charter Township
Blair, NE United States;United States;Nebraska;Blair
dallas, texas;United States;Texas;Dallas
the south;Indonesia;Jawa Timur; 
Southborough, MA USA;United States;Massachusetts;Southborough
Fairfax, Va United States;United States;Virginia;Fairfax
Freehold, New Jersey,  United States;United States;New Jersey;Freehold Township
Ocelot, MD USA;United States;Maryland;California
Schwenksville, PA;United States;Pennsylvania;Schwenksville
the quon;Japan;Toyama-ken;Takaoka-shi
Crestwood, KY USA;United States;Kentucky;Crestwood
Edmonton Alberta;Canada;Alberta;Edmonton
Milwaukiee, WI United States;United States;Wisconsin;Milwaukee
Rome, Georgia United States;United States;Georgia;Rome
Walled Lake, Mi USA;United States;Michigan;Walled Lake
Califon, NJ USA;United States;New Jersey;Califon
New York City, United States of America;United States;New York;New York
Santa  Monica, CA United States;United States;California;Santa Monica
Parker, CO;United States;Colorado;Parker
Elma, Washington;United States;Washington;Elma
Brasilia, DF Brazil;Brazil;Federal District;Brasília
Oberlin, OH United States;United States;Ohio;Oberlin
Pawling, New York United States;United States;New York;Pawling
CHICAGO,IL;United States;Illinois;Chicago
Near DC;United States;District of Columbia;Washington
Olathe, KS, U.S.A.;United States;Kansas;Olathe
CHEYENNE, WYOMING United States;United States;Wyoming;Cheyenne
Falls Church, VA;United States;Virginia;Falls Church
Valencia, Spain;Spain;Valencian Community;Valencia
12 year old music fan from Lucasville, Ohio;United States;Ohio;Lucasville
Cresco, PA USA;United States;Pennsylvania;Cresco
Del Mar, California;United States;California;Del Mar
Latham, NY USA;United States;New York;Latham
Las Vegas NV;United States;Nevada;Las Vegas
Charlottesville, Virginia;United States;Virginia;Charlottesville
SAN DIEGO, CALIFORNIA USA;United States;California;San Diego
Serbia;Serbia; ; 
Kushiro, Hokkaido Japan;Japan;Hokkaido Prefecture;Kushiro
Nebraska USA;United States;Nebraska; 
Shawnee, Oklahoma United States;United States;Oklahoma;Shawnee
Epping, NH;United States;New Hampshire;Epping
Roosevelt Island, NY USA;United States;New York;New York
Lovettsville VA;United States;Virginia;Lovettsville
Phoenix, az United States;United States;Arizona;Phoenix
Taneytown;United States;Maryland;Taneytown
Olympia, WA USA;United States;Washington;Olympia
Boca Raton, Florida USA;United States;Florida;Boca Raton
Decatur, Georgia, USA;United States;Georgia;Decatur
Springfield, Missouri United States;United States;Missouri;Springfield
Waterloo, Ontario Canada;Canada;Ontario;Waterloo
Paris, IL USA;United States;Illinois;Paris
Riverton, NJ USA;United States;New Jersey;Riverton
hong kong;Hong Kong; ; 
Medfield, MA United States;United States;Massachusetts;Medfield
Northern England;United Kingdom; ; 
potomac, MD USA;United States;Maryland;Potomac
walnut, Ca. United States;United States;California;Walnut
Littleton, CO USA;United States;Colorado;Littleton
Pittsburgh USA;United States;Pennsylvania;Pittsburgh
San Juan, PR USA;United States;New Mexico;Española
Key Largo, Florida United States;United States;Florida;Key Largo
Beaverton, OR USA;United States;Oregon;Beaverton
Springfield, PA USA;United States;Pennsylvania;Springfield
Arlington, TX;United States;Texas;Arlington
colonia, nj United States;United States;New Jersey;Woodbridge Township
Oakland, CA.;United States;California;Oakland
Brentwood,Ca;United States;California;Brentwood
Tempe, AZ, USA;United States;Arizona;Tempe
Quezon CIty, Philippines;Philippines;Metro Manila;Quezon City
Gaithersburg, Maryland United States;United States;Maryland;Gaithersburg
Oakland, Calif., USA;United States;California;Oakland
the Pequod;Ireland;Dublin;Dublin
LA, California USA;United States;California;Los Angeles
North East Pennsylvania;United States;Pennsylvania;North East
LOS ANGELES, CA USA;United States;California;Los Angeles
Mahopac, NY USA;United States;New York;Mahopac
East Gretna, NE;United States;Nebraska;Gretna
Marshall, IL USA;United States;Illinois;Marshall
Scarsdale, NY United States;United States;New York;Scarsdale
